gene_name,ENSEMBL_Gene,species,immune_typing_important_marker,leukocyte_important_marker,TNK_important_marker,ILC_important_marker,B_important_marker,M_important_marker,DC_important_marker
SCARF2,ENSG00000244486,homo_sapiens,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CEBPA,ENSG00000245848 ,homo_sapiens,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
MRC1,ENSG00000260314,homo_sapiens,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
LTF,ENSG00000012223 ,homo_sapiens,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
HDC,ENSG00000140287,homo_sapiens,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
FCGR1A,ENSG00000150337 ,homo_sapiens,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ZEB2,ENSG00000169554,homo_sapiens,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
TPSAB1,ENSG00000172236 ,homo_sapiens,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
CD4,ENSG00000010610,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
IFNGR1,ENSG00000027697,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
SPI1,ENSG00000066336,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
AHR,ENSG00000106546,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
TNFSF11,ENSG00000120659,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FCGR3A,ENSG00000203747,homo_sapiens,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
FCGR3B,ENSG00000162747,homo_sapiens,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
HLA-DPA1,ENSG00000168384,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DQB1,ENSG00000179344,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DQA1,ENSG00000196735,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DMA,ENSG00000204257,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DPB1,ENSG00000215048,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DMB,ENSG00000241674,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DOB,ENSG00000243612,homo_sapiens,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
HLA-DRB4,ENSG00000227357,homo_sapiens,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
HLA-DRB3,ENSG00000196101,homo_sapiens,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
HLA-DRA,ENSG00000227993,homo_sapiens,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
IL12B,ENSG00000113302,homo_sapiens,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CD86,ENSG00000114013,homo_sapiens,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CD80,ENSG00000121594,homo_sapiens,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CSF2,ENSG00000164400,homo_sapiens,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
CD24,ENSG00000272398,homo_sapiens,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ADAM17,ENSG00000151694,homo_sapiens,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
CD38,ENSG00000004468,homo_sapiens,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
IFNG,ENSG00000111537,homo_sapiens,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
CD274,ENSG00000120217,homo_sapiens,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
MKI67,ENSG00000148773,homo_sapiens,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
NKG7,ENSG00000105374 ,homo_sapiens,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
